date,arrivals,search_trends,log_arrivals,log_search_trends,time_idx,diff_1,covid_dummy,lag_1,lag_3,lag_6,lag_12,lag_24,roll_mean_3,roll_mean_6,roll_mean_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
2015-05-01,576868,53,13.265370483318426,3.9889840465642745,64,-0.1797153195329262,0,13.445085802851352,13.535797977912118,13.318946092083884,13.421289497951571,13.233461004321853,13.438319739417395,13.414938975955693,13.351035685808258,False,False,False,True,False,False,False,False,False,False,False
2015-06-01,529445,53,13.179586455820145,3.9889840465642745,65,-0.08578402749828129,0,13.265370483318426,13.33407543748871,13.395903421099352,13.198911370284808,13.248629441329099,13.348177241219497,13.406009707828117,13.338042434588829,False,False,False,False,True,False,False,False,False,False,False
2015-07-01,593566,58,13.293905376298046,4.07753744390572,66,0.11431892047790093,0,13.179586455820145,13.445085802851352,13.459825124298735,13.244115415030336,13.397455528346702,13.29668091399664,13.36995688028158,13.336432025050108,False,False,False,False,False,True,False,False,False,False,False
2015-08-01,664985,57,13.407521266784803,4.060443010546419,67,0.11361589048675746,0,13.293905376298046,13.265370483318426,13.535797977912118,13.335196356986415,13.425012876977895,13.246287438478872,13.342303588948132,13.340581188489082,False,False,False,False,False,False,True,False,False,False,False
2015-09-01,626324,53,13.34762468468954,3.9889840465642745,68,-0.05989658209526283,0,13.407521266784803,13.179586455820145,13.33407543748871,13.289371614862683,13.329097832875618,13.293671032967666,13.320924137093582,13.346608264305615,False,False,False,False,False,False,False,True,False,False,False
2015-10-01,649099,56,13.38334206702156,4.04305126783455,69,0.035717382332020264,0,13.34762468468954,13.293905376298046,13.445085802851352,13.233910118849133,13.351403112015936,13.34968377592413,13.323182344960385,13.351462686791187,False,False,False,False,False,False,False,False,True,False,False
2015-11-01,732740,57,13.504547576000267,4.060443010546419,70,0.12120550897870608,0,13.38334206702156,13.407521266784803,13.265370483318426,13.318946092083884,13.502216617202686,13.379496006165303,13.312891722322085,13.36391534913889,False,False,False,False,False,False,False,False,False,True,False
2015-12-01,760798,57,13.542124475806565,4.060443010546419,71,0.037576899806298414,0,13.504547576000267,13.34762468468954,13.179586455820145,13.395903421099352,13.490265064957528,13.411838109237124,13.352754571102395,13.379382139465255,False,False,False,False,False,False,False,False,False,False,True
2016-01-01,815200,67,13.611189987582735,4.219507705176107,72,0.06906551177617004,0,13.542124475806565,13.38334206702156,13.293905376298046,13.459825124298735,13.562133289204484,13.476671372942796,13.413177574433464,13.391567227357521,False,False,False,False,False,False,False,False,False,False,False
2016-02-01,843726,54,13.645584261538078,4.007333185232471,73,0.03439427395534267,0,13.611189987582735,13.504547576000267,13.407521266784803,13.535797977912118,13.643567359218657,13.552620679796524,13.466058342980913,13.404180965964523,True,False,False,False,False,False,False,False,False,False,False
